Claim_ID,Policy_ID,Date_of_Loss,Report_Date,Total_Paid_Amount,Coverage_Type,Bodily_Injury_Limit_Per_Person,Property_Damage_Limit,Collision_Deductible,Policy_Tenure_Months,Driver_Age,Insurance_Score_Band,Vehicle_Age_Years,Vehicle_ACV,Vehicle_Segment,Urbanicity,Repair_Cost_Index,Medical_Cost_Index,Weather_Cat_Risk_Index,Report_Lag_Days,Collision_Type,Injury_Indicator,At_Fault_Indicator,Multi_Vehicle_Flag,Weather_At_LOSS,Prior_Claims_Count_36M,Moving_Violations_36M,Attorney_Rep_At_FNOL
CLM1016134,POL2016134,2024-07-09,2024-07-13,2602.92,Collision,50000,25000,500,125,19,B_Good,2,15405.0,Sedan,Urban,1.234,1.262,0.153,4,Other,False,Insured,True,Clear,0,1,False
CLM1016135,POL2016135,2024-11-28,2024-11-28,3906.09,Liability,250000,50000,500,41,54,C_Average,2,17666.0,Economy,Urban,1.125,1.135,0.144,0,SingleVehicle,False,ThirdParty,True,Rain,0,0,False
CLM1016136,POL2016136,2024-02-08,2024-02-09,7019.79,PIP,50000,50000,1000,231,63,C_Average,8,26700.0,Sports,Suburban,0.965,1.12,0.523,1,SingleVehicle,False,Shared,True,Clear,0,0,False
CLM1016137,POL2016137,2024-08-03,2024-08-03,14552.13,PIP,50000,10000,1000,87,56,C_Average,7,15636.0,Sedan,Urban,1.109,1.277,0.291,0,Sideswipe,True,ThirdParty,True,Ice,0,0,False
CLM1016138,POL2016138,2025-05-16,2025-05-16,2390.95,Collision,100000,50000,2500,21,79,C_Average,15,21082.0,Sports,Urban,1.048,1.365,0.39,0,Angle,False,Insured,False,Clear,3,2,False
CLM1016139,POL2016139,2025-03-02,2025-03-03,1710.79,Comprehensive,500000,50000,0,56,18,D_BelowAvg,0,19338.0,Sedan,Suburban,1.074,0.979,0.175,1,Sideswipe,False,Shared,True,Rain,0,0,False
CLM1016140,POL2016140,2024-06-23,2024-06-23,12585.08,Collision,50000,10000,500,173,70,B_Good,3,51036.0,Pickup,Urban,1.129,1.206,0.379,0,Angle,False,ThirdParty,True,Clear,0,0,False
CLM1016141,POL2016141,2024-11-03,2024-11-03,4348.7,Liability,100000,10000,500,169,69,C_Average,12,7584.0,Sedan,Suburban,1.053,1.193,0.676,0,SingleVehicle,False,ThirdParty,False,Rain,0,0,False
CLM1016142,POL2016142,2025-09-12,2025-09-15,2702.87,Liability,50000,50000,1500,165,53,B_Good,7,26674.0,SUV,Suburban,0.883,0.94,0.193,3,Sideswipe,False,ThirdParty,True,Clear,0,2,False
CLM1016143,POL2016143,2024-06-26,2024-06-29,1499.82,Comprehensive,25000,50000,500,195,78,B_Good,5,18455.0,Economy,Suburban,0.99,0.931,0.42,3,Angle,False,Unknown,True,Fog,1,0,False
CLM1016144,POL2016144,2025-01-13,2025-01-14,5615.12,PIP,100000,25000,1000,211,70,B_Good,8,9848.0,Sedan,Urban,1.183,1.108,0.295,1,RearEnd,False,ThirdParty,True,Rain,0,1,False
CLM1016145,POL2016145,2023-10-21,2023-10-21,2877.91,Liability,100000,25000,1500,177,65,D_BelowAvg,4,17097.0,Economy,Suburban,0.859,1.227,0.449,0,RearEnd,False,Insured,True,Clear,1,0,False
CLM1016146,POL2016146,2023-11-11,2023-12-02,4756.11,PIP,25000,50000,1000,39,72,B_Good,5,31770.0,SUV,Suburban,0.997,0.986,0.096,21,RearEnd,False,Shared,True,Clear,1,0,False
CLM1016147,POL2016147,2024-05-29,2024-06-28,2701.48,Liability,25000,25000,2500,120,31,C_Average,12,9979.0,SUV,Suburban,0.934,0.914,0.314,30,RearEnd,False,ThirdParty,True,Clear,0,2,False
CLM1016148,POL2016148,2024-11-07,2024-11-08,1550.39,PIP,25000,25000,1000,195,46,A_VeryGood,8,17393.0,SUV,Suburban,0.94,0.916,0.193,1,SingleVehicle,False,Insured,False,Clear,0,1,False
CLM1016149,POL2016149,2024-09-05,2024-09-09,2990.85,Liability,25000,10000,1000,79,78,A_VeryGood,12,13278.0,Sedan,Rural,0.873,1.07,0.361,4,RearEnd,False,ThirdParty,False,Clear,0,1,False
CLM1016150,POL2016150,2023-10-21,2023-10-21,2360.32,Liability,50000,10000,1000,140,45,E_Poor,17,6634.0,Economy,Suburban,1.072,1.027,0.446,0,Parked,False,Insured,True,Clear,0,0,False
CLM1016151,POL2016151,2024-06-18,2024-06-22,6153.55,Collision,250000,50000,500,72,76,E_Poor,3,31877.0,SUV,Suburban,1.047,0.932,0.18,4,Angle,True,Insured,False,Clear,0,0,False
CLM1016152,POL2016152,2024-11-21,2024-11-21,25029.56,Liability,100000,25000,1000,216,58,A_VeryGood,17,11316.0,SUV,Urban,1.244,1.496,0.127,0,HeadOn,True,Insured,True,Clear,1,1,False
CLM1016153,POL2016153,2024-07-18,2024-07-21,2504.02,Liability,25000,25000,1000,191,35,D_BelowAvg,6,40898.0,Luxury,Urban,1.2,1.034,0.371,3,RearEnd,False,ThirdParty,True,Clear,1,1,False
CLM1016154,POL2016154,2023-12-03,2023-12-24,17549.34,Liability,50000,10000,2000,60,33,A_VeryGood,15,5000.0,Sedan,Suburban,0.999,0.837,0.143,21,SingleVehicle,True,Insured,False,Snow,0,0,False
CLM1016155,POL2016155,2025-02-02,2025-02-09,2727.79,PIP,25000,25000,1000,17,27,B_Good,12,9138.0,SUV,Rural,0.916,0.947,0.122,7,Angle,False,Insured,True,Rain,0,1,False
CLM1016156,POL2016156,2024-03-19,2024-03-20,766.38,Collision,25000,25000,500,40,67,A_VeryGood,18,7274.0,SUV,Suburban,1.036,1.102,0.139,1,RearEnd,True,ThirdParty,True,Clear,0,1,True
CLM1016157,POL2016157,2024-06-16,2024-06-30,1776.81,Liability,50000,25000,500,151,61,B_Good,0,26356.0,SUV,Urban,1.223,1.251,0.112,14,Sideswipe,False,ThirdParty,False,Snow,0,1,False
CLM1016158,POL2016158,2023-11-14,2023-11-15,3783.93,Liability,100000,50000,1000,24,59,C_Average,5,12833.0,Economy,Rural,0.856,0.91,0.065,1,RearEnd,False,Shared,False,Clear,0,1,False
CLM1016159,POL2016159,2025-06-28,2025-07-03,39665.33,Liability,100000,10000,1000,234,39,D_BelowAvg,9,15067.0,Sedan,Suburban,0.916,0.886,0.306,5,HeadOn,True,Insured,True,Clear,0,2,False
CLM1016160,POL2016160,2023-10-29,2023-10-29,1770.63,PIP,100000,10000,1000,87,22,B_Good,14,15284.0,Sports,Suburban,1.045,0.879,0.151,0,Parked,False,ThirdParty,False,Clear,0,1,False
CLM1016161,POL2016161,2024-07-05,2024-07-19,0.0,Comprehensive,25000,25000,2500,155,32,B_Good,23,7378.0,Pickup,Urban,1.258,1.399,0.48,14,RearEnd,False,Insured,False,Clear,1,0,False
CLM1016162,POL2016162,2024-10-10,2024-10-10,4952.75,Liability,100000,25000,500,162,44,B_Good,4,18123.0,Van,Rural,0.902,1.059,0.24,0,SingleVehicle,False,Shared,False,Clear,0,0,False
CLM1016163,POL2016163,2024-08-28,2024-08-28,5321.65,PIP,250000,50000,1000,32,29,D_BelowAvg,4,26446.0,SUV,Urban,1.112,1.223,0.154,0,SingleVehicle,False,ThirdParty,False,Clear,2,1,False
CLM1016164,POL2016164,2024-04-09,2024-04-13,2970.96,Liability,50000,25000,1500,195,63,A_VeryGood,0,27666.0,Pickup,Suburban,1.025,1.119,0.095,4,SingleVehicle,False,Insured,True,Rain,0,0,False
CLM1016165,POL2016165,2024-08-27,2024-08-27,2305.24,Collision,500000,250000,2500,68,67,C_Average,15,17576.0,Pickup,Rural,0.943,0.921,0.136,0,Angle,True,ThirdParty,True,Clear,0,0,False
CLM1016166,POL2016166,2024-08-20,2024-08-26,4307.42,PIP,25000,50000,500,110,41,C_Average,13,12625.0,Pickup,Suburban,0.965,1.021,0.115,6,SingleVehicle,False,Insured,False,Clear,0,0,False
CLM1016167,POL2016167,2025-08-05,2025-08-06,4523.8,Liability,25000,25000,1500,64,24,A_VeryGood,14,8988.0,Economy,Suburban,1.048,0.75,0.108,1,SingleVehicle,False,ThirdParty,True,Rain,0,0,False
CLM1016168,POL2016168,2024-12-16,2024-12-30,9611.28,Liability,50000,25000,2000,165,39,B_Good,11,10425.0,Economy,Urban,1.389,1.332,0.119,14,Sideswipe,False,Unknown,True,Clear,2,0,False
CLM1016169,POL2016169,2024-12-30,2024-12-31,3765.76,PIP,25000,50000,2000,169,44,D_BelowAvg,0,14827.0,Economy,Suburban,0.917,1.013,0.401,1,Sideswipe,False,Insured,False,Clear,0,0,False
CLM1016170,POL2016170,2025-07-29,2025-08-02,5314.97,Collision,100000,50000,500,56,40,C_Average,6,20100.0,Van,Rural,0.982,0.921,0.264,4,SingleVehicle,True,Insured,True,Wind,1,0,False
CLM1016171,POL2016171,2025-09-19,2025-09-22,1879.27,Collision,25000,25000,500,118,70,C_Average,19,6633.0,SUV,Urban,1.225,1.447,0.09,3,SingleVehicle,False,Insured,True,Rain,0,0,False
CLM1016172,POL2016172,2025-07-17,2025-07-27,4358.69,Liability,100000,25000,500,89,16,B_Good,5,23638.0,Sedan,Urban,1.117,1.063,0.472,10,SingleVehicle,False,Insured,True,Clear,0,0,False
CLM1016173,POL2016173,2023-10-19,2023-10-20,4197.04,UM_UIM,50000,50000,1500,136,55,C_Average,6,16100.0,SUV,Suburban,0.924,0.989,0.17,1,RearEnd,False,Shared,True,Clear,1,0,False
CLM1016174,POL2016174,2024-05-15,2024-05-15,33155.85,Liability,250000,100000,2000,5,31,C_Average,1,31300.0,Pickup,Suburban,0.939,0.952,0.057,0,HeadOn,True,Shared,True,Clear,0,2,False
CLM1016175,POL2016175,2025-09-12,2025-10-03,393.37,Collision,50000,25000,1000,229,76,C_Average,8,9722.0,Economy,Rural,0.807,0.996,0.353,21,SingleVehicle,False,ThirdParty,False,Clear,1,0,False
CLM1016176,POL2016176,2024-03-13,2024-03-14,3398.19,Liability,250000,50000,1000,75,60,C_Average,14,15014.0,SUV,Urban,1.197,1.257,0.046,1,Sideswipe,False,ThirdParty,False,Clear,0,1,False
CLM1016177,POL2016177,2024-03-06,2024-03-20,4796.66,Collision,500000,250000,1500,191,20,B_Good,0,34505.0,SUV,Urban,1.16,1.319,0.192,14,RearEnd,False,Insured,False,Clear,0,0,False
CLM1016178,POL2016178,2024-11-05,2024-11-06,738.84,UM_UIM,50000,25000,1500,45,50,C_Average,0,28430.0,SUV,Suburban,1.028,0.889,0.345,1,SingleVehicle,False,ThirdParty,False,Rain,1,1,False
CLM1016179,POL2016179,2025-08-01,2025-08-02,7091.71,Liability,500000,10000,2500,89,42,A_VeryGood,0,39425.0,Pickup,Urban,1.072,1.157,0.177,1,Angle,True,Shared,True,Clear,1,0,False
CLM1016180,POL2016180,2024-02-03,2024-02-04,7023.33,Liability,100000,25000,1500,70,55,D_BelowAvg,8,23341.0,Pickup,Urban,1.279,1.063,0.294,1,Angle,False,Insured,True,Clear,1,0,False
CLM1016181,POL2016181,2023-11-17,2023-11-24,930.21,Collision,100000,10000,1500,16,53,C_Average,11,13780.0,Sedan,Rural,0.983,0.959,0.453,7,SingleVehicle,False,Shared,False,Clear,0,0,False
CLM1016182,POL2016182,2023-10-30,2023-10-30,1805.17,Comprehensive,50000,25000,500,115,53,D_BelowAvg,5,29411.0,SUV,Urban,1.109,1.319,0.173,0,RearEnd,False,ThirdParty,True,Clear,1,0,False
CLM1016183,POL2016183,2025-07-02,2025-07-07,3963.89,Liability,50000,50000,1000,77,54,C_Average,12,8484.0,Sedan,Suburban,0.877,1.048,0.419,5,RearEnd,False,Insured,True,Snow,0,2,False
CLM1016184,POL2016184,2024-03-05,2024-03-07,0.0,Comprehensive,250000,10000,500,210,84,C_Average,18,6219.0,Economy,Urban,1.097,1.2,0.241,2,RearEnd,False,Insured,True,Clear,0,0,False
CLM1016185,POL2016185,2025-01-19,2025-01-22,2906.25,Liability,50000,10000,500,187,33,D_BelowAvg,10,14832.0,SUV,Suburban,1.016,0.873,0.596,3,SingleVehicle,False,ThirdParty,False,Rain,1,0,False
CLM1016186,POL2016186,2025-02-21,2025-03-07,7118.61,Liability,50000,25000,500,211,57,A_VeryGood,11,10587.0,Pickup,Suburban,1.057,1.129,0.32,14,Angle,False,Insured,True,Ice,0,2,True
CLM1016187,POL2016187,2025-02-27,2025-02-27,26186.08,Liability,100000,50000,500,66,22,A_VeryGood,0,19938.0,Sedan,Urban,1.198,1.391,0.304,0,Angle,True,Insured,True,Clear,0,1,True
CLM1016188,POL2016188,2024-12-15,2024-12-20,3674.82,Liability,100000,100000,1000,92,56,D_BelowAvg,8,16673.0,SUV,Urban,1.095,1.314,0.276,5,RearEnd,False,Insured,False,Clear,0,0,False
CLM1016189,POL2016189,2024-07-27,2024-07-31,1893.39,Collision,100000,25000,1000,64,22,B_Good,10,13793.0,SUV,Urban,1.285,1.257,0.22,4,Angle,False,Insured,True,Clear,0,0,False
CLM1016190,POL2016190,2023-11-28,2023-11-29,503.51,Comprehensive,500000,10000,500,10,20,C_Average,0,19573.0,Sedan,Suburban,0.918,0.915,0.181,1,Sideswipe,False,ThirdParty,False,Clear,0,0,False
CLM1016191,POL2016191,2024-07-25,2024-07-25,15740.62,Liability,50000,50000,1000,195,71,B_Good,3,16114.0,Pickup,Urban,1.28,1.286,0.443,0,RearEnd,True,Unknown,True,Rain,0,0,False
CLM1016192,POL2016192,2025-02-07,2025-02-28,2828.34,Liability,250000,50000,1000,128,49,C_Average,5,38445.0,Luxury,Rural,0.879,0.843,0.306,21,Angle,False,Insured,True,Clear,1,0,False
CLM1016193,POL2016193,2024-02-07,2024-02-11,0.0,Comprehensive,50000,100000,1500,22,47,C_Average,12,8829.0,Sedan,Urban,1.197,1.309,0.221,4,SingleVehicle,False,Insured,False,Clear,0,1,False
CLM1016194,POL2016194,2024-06-09,2024-07-09,3277.62,PIP,100000,10000,500,62,27,A_VeryGood,6,23893.0,SUV,Urban,0.991,1.324,0.29,30,SingleVehicle,False,ThirdParty,False,Rain,1,0,False
CLM1016195,POL2016195,2024-01-26,2024-01-29,272.41,Collision,25000,25000,1000,12,73,B_Good,11,6840.0,Sedan,Urban,1.182,0.977,0.335,3,SingleVehicle,False,Insured,False,Clear,0,1,False
CLM1016196,POL2016196,2024-02-27,2024-02-29,4139.39,Liability,250000,50000,500,231,83,C_Average,11,9073.0,Sedan,Urban,1.373,1.292,0.245,2,RearEnd,False,ThirdParty,False,Clear,1,1,False
CLM1016197,POL2016197,2025-01-13,2025-01-17,3852.81,Liability,50000,100000,1500,222,26,A_VeryGood,2,32440.0,Pickup,Urban,1.244,1.222,0.379,4,Sideswipe,False,Shared,False,Rain,0,0,False
CLM1016198,POL2016198,2025-07-01,2025-07-31,2687.31,UM_UIM,25000,25000,1500,113,55,C_Average,11,16603.0,Sports,Urban,1.201,1.19,0.267,30,Sideswipe,False,Insured,False,Clear,0,3,False
CLM1016199,POL2016199,2024-06-21,2024-06-21,7295.51,Liability,50000,10000,500,174,19,B_Good,7,14204.0,Sedan,Suburban,1.0,1.086,0.277,0,RearEnd,False,Insured,True,Clear,0,1,False
CLM1016200,POL2016200,2024-05-30,2024-06-29,3294.33,Comprehensive,50000,25000,1000,94,66,C_Average,4,41729.0,Luxury,Urban,1.312,1.237,0.198,30,RearEnd,False,Insured,True,Clear,0,0,False
CLM1016201,POL2016201,2023-11-06,2023-11-07,22080.9,Liability,25000,10000,1000,189,75,B_Good,8,15713.0,SUV,Suburban,0.996,1.191,0.177,1,Angle,True,Insured,True,Clear,0,0,True
CLM1016202,POL2016202,2024-09-29,2024-10-01,12793.47,Liability,25000,10000,500,138,27,D_BelowAvg,11,13328.0,Pickup,Urban,1.417,1.322,0.12,2,Angle,False,ThirdParty,True,Wind,0,0,True
CLM1016203,POL2016203,2024-02-16,2024-02-19,639.55,Collision,50000,10000,500,157,69,C_Average,14,8263.0,Sedan,Urban,1.225,1.191,0.107,3,RearEnd,False,ThirdParty,False,Clear,0,1,False
CLM1016204,POL2016204,2025-06-07,2025-06-07,1142.03,Comprehensive,100000,25000,500,200,53,D_BelowAvg,2,26347.0,SUV,Rural,0.966,0.939,0.304,0,Angle,False,ThirdParty,True,Wind,0,0,False
CLM1016205,POL2016205,2024-02-17,2024-02-18,3485.3,PIP,25000,10000,1000,153,20,C_Average,6,35263.0,Pickup,Urban,1.052,0.987,0.661,1,SingleVehicle,False,ThirdParty,False,Clear,1,1,False
CLM1016206,POL2016206,2023-12-18,2023-12-19,11121.24,Collision,100000,100000,1500,107,34,B_Good,13,14523.0,SUV,Urban,1.249,1.205,0.5,1,HeadOn,True,Shared,True,Rain,0,1,True
CLM1016207,POL2016207,2024-03-05,2024-03-06,2217.26,Collision,250000,25000,500,88,41,B_Good,7,14721.0,Sedan,Urban,1.02,1.246,0.745,1,Sideswipe,False,Insured,True,Snow,1,2,False
CLM1016208,POL2016208,2025-01-30,2025-01-30,2440.09,PIP,50000,50000,1500,31,26,C_Average,11,12836.0,SUV,Rural,0.81,0.844,0.135,0,SingleVehicle,False,Insured,False,Snow,0,1,False
CLM1016209,POL2016209,2024-09-11,2024-09-17,18855.83,Collision,50000,50000,500,94,47,A_VeryGood,0,88051.0,Luxury,Suburban,0.915,0.999,0.239,6,Angle,False,ThirdParty,True,Clear,0,1,False
CLM1016210,POL2016210,2024-11-13,2024-11-27,219.08,Collision,50000,25000,2000,94,42,B_Good,13,16627.0,Pickup,Rural,0.917,1.0,0.162,14,RearEnd,False,Insured,True,Fog,0,0,False
CLM1016211,POL2016211,2025-08-10,2025-08-11,6338.89,Collision,25000,50000,500,18,28,D_BelowAvg,7,45564.0,Sports,Urban,1.129,1.177,0.296,1,Sideswipe,False,ThirdParty,False,Clear,0,0,False
CLM1016212,POL2016212,2024-03-03,2024-03-03,2511.69,Collision,50000,25000,1000,225,47,E_Poor,13,22574.0,Pickup,Urban,1.077,1.539,0.326,0,RearEnd,False,ThirdParty,True,Clear,1,0,False
CLM1016213,POL2016213,2024-12-13,2024-12-17,5103.29,Liability,50000,50000,2000,75,37,A_VeryGood,0,25491.0,Sedan,Suburban,0.969,1.015,0.205,4,SingleVehicle,False,ThirdParty,False,Clear,0,0,True
CLM1016214,POL2016214,2024-10-10,2024-10-12,5570.52,Collision,25000,25000,500,123,79,D_BelowAvg,10,11536.0,Sedan,Urban,1.165,1.09,0.272,2,RearEnd,False,Unknown,True,Rain,0,0,False
CLM1016215,POL2016215,2025-04-08,2025-04-08,3861.93,Liability,100000,50000,1000,41,32,B_Good,7,12899.0,Pickup,Suburban,1.051,0.969,0.32,0,Sideswipe,False,Insured,True,Rain,1,0,False
CLM1016216,POL2016216,2025-02-05,2025-02-19,2009.61,Collision,50000,25000,1000,156,30,B_Good,13,13418.0,SUV,Urban,1.186,1.164,0.047,14,RearEnd,False,ThirdParty,True,Fog,0,0,False
CLM1016217,POL2016217,2024-01-01,2024-01-05,139.65,Collision,50000,50000,2500,35,42,C_Average,9,14633.0,Sedan,Urban,1.185,1.281,0.194,4,SingleVehicle,False,ThirdParty,False,Clear,1,0,False
CLM1016218,POL2016218,2024-01-30,2024-02-09,0.0,Collision,50000,250000,1000,64,23,B_Good,10,6767.0,Economy,Suburban,0.868,1.006,0.224,10,RearEnd,False,Insured,True,Clear,0,0,False
CLM1016219,POL2016219,2025-03-04,2025-03-04,3741.61,Liability,50000,10000,500,3,67,A_VeryGood,5,10405.0,Sedan,Suburban,0.879,0.973,0.275,0,SingleVehicle,False,ThirdParty,True,Clear,0,0,False
CLM1016220,POL2016220,2023-11-03,2023-11-05,1993.94,PIP,100000,10000,1000,57,41,D_BelowAvg,8,13476.0,SUV,Suburban,1.116,0.928,0.094,2,RearEnd,False,ThirdParty,True,Clear,0,1,False
CLM1016221,POL2016221,2025-07-08,2025-07-12,3689.01,PIP,25000,10000,1500,145,24,C_Average,7,28857.0,SUV,Urban,1.245,1.343,0.193,4,RearEnd,False,Insured,True,Snow,1,0,False
CLM1016222,POL2016222,2024-09-19,2024-09-21,3927.61,Liability,25000,10000,1500,35,40,C_Average,5,10744.0,Van,Rural,0.799,0.963,0.081,2,Angle,False,Insured,True,Snow,3,0,False
CLM1016223,POL2016223,2025-10-11,2025-10-21,2169.68,Comprehensive,25000,100000,500,93,52,A_VeryGood,11,31043.0,Sports,Urban,0.956,1.237,0.442,10,HeadOn,True,Insured,True,Clear,0,1,False
CLM1016224,POL2016224,2024-02-15,2024-03-07,0.0,Comprehensive,100000,10000,1000,138,35,A_VeryGood,7,12513.0,SUV,Urban,1.284,1.285,0.308,21,Angle,False,Insured,True,Clear,0,0,False
CLM1016225,POL2016225,2025-03-18,2025-03-25,8222.74,Collision,25000,25000,500,211,68,C_Average,6,32073.0,SUV,Urban,1.221,1.022,0.091,7,Angle,False,Insured,True,Clear,0,1,False
CLM1016226,POL2016226,2025-01-29,2025-01-30,4346.29,Liability,50000,25000,500,77,77,C_Average,2,26215.0,Sports,Suburban,0.974,1.14,0.158,1,SingleVehicle,False,ThirdParty,False,Rain,0,0,False
CLM1016227,POL2016227,2025-01-01,2025-01-03,1744.79,Liability,25000,50000,1000,180,50,A_VeryGood,16,5158.0,Economy,Urban,1.096,1.216,0.244,2,Sideswipe,False,ThirdParty,True,Clear,0,1,True
CLM1016228,POL2016228,2024-04-15,2024-04-18,1820.66,Collision,100000,10000,1000,78,65,C_Average,12,17425.0,Pickup,Suburban,0.958,1.034,0.428,3,RearEnd,True,ThirdParty,True,Clear,0,1,True
CLM1016229,POL2016229,2025-09-17,2025-09-17,3916.9,Liability,25000,10000,500,32,67,D_BelowAvg,10,6229.0,Economy,Suburban,1.002,1.16,0.169,0,SingleVehicle,False,ThirdParty,True,Clear,0,0,False
CLM1016230,POL2016230,2023-11-19,2023-11-23,4536.34,UM_UIM,100000,50000,1000,50,29,E_Poor,18,12870.0,SUV,Urban,1.095,1.179,0.235,4,SingleVehicle,False,ThirdParty,False,Rain,2,1,False
CLM1016231,POL2016231,2024-01-18,2024-01-24,3273.17,Liability,25000,100000,1500,236,56,C_Average,2,19166.0,Van,Urban,1.176,0.861,0.454,6,RearEnd,False,ThirdParty,True,Clear,1,0,False
CLM1016232,POL2016232,2024-07-25,2024-07-25,404.69,Collision,100000,25000,500,93,45,B_Good,9,12631.0,SUV,Urban,1.087,1.182,0.454,0,Parked,False,Insured,True,Clear,0,2,False
CLM1016233,POL2016233,2025-05-16,2025-05-23,2623.93,PIP,250000,10000,1000,223,41,A_VeryGood,2,15339.0,Economy,Suburban,0.844,1.021,0.09,7,RearEnd,False,Insured,True,Clear,0,0,False
CLM1016234,POL2016234,2024-12-10,2024-12-14,1204.36,Liability,25000,25000,1500,167,18,E_Poor,6,20195.0,Luxury,Suburban,0.954,1.098,0.133,4,RearEnd,False,Shared,True,Clear,0,1,False
CLM1016235,POL2016235,2025-03-24,2025-03-30,3579.12,Collision,100000,25000,500,84,22,A_VeryGood,0,18443.0,Economy,Urban,1.124,1.284,0.202,6,SingleVehicle,False,ThirdParty,False,Fog,0,0,False
CLM1016236,POL2016236,2023-11-27,2023-11-27,4561.42,PIP,250000,10000,0,190,52,A_VeryGood,1,18774.0,SUV,Urban,1.217,1.236,0.632,0,RearEnd,False,Shared,True,Rain,0,0,False
CLM1016237,POL2016237,2025-03-29,2025-04-04,9875.12,UM_UIM,25000,10000,1500,91,28,B_Good,13,8185.0,Sedan,Suburban,0.93,0.858,0.424,6,SingleVehicle,False,Insured,False,Clear,0,2,False
CLM1016238,POL2016238,2025-01-04,2025-01-04,4626.63,PIP,250000,50000,2000,54,52,C_Average,13,9455.0,SUV,Suburban,0.994,0.953,0.365,0,Angle,False,Insured,True,Snow,1,0,False
CLM1016239,POL2016239,2024-06-30,2024-07-02,4119.97,Liability,50000,50000,500,160,54,B_Good,4,19804.0,Pickup,Urban,1.008,1.213,0.193,2,HeadOn,False,Insured,True,Clear,0,0,False
CLM1016240,POL2016240,2023-12-07,2023-12-21,2924.89,PIP,50000,50000,1500,225,51,D_BelowAvg,11,19419.0,SUV,Urban,1.107,1.194,0.311,14,Angle,False,ThirdParty,True,Snow,0,0,False
CLM1016241,POL2016241,2023-12-13,2023-12-18,3677.7,Collision,25000,100000,500,3,28,B_Good,3,13426.0,Economy,Urban,1.143,1.158,0.482,5,Angle,True,Insured,True,Rain,0,0,False
CLM1016242,POL2016242,2024-01-22,2024-01-24,2718.71,Liability,50000,50000,500,139,23,E_Poor,0,26084.0,Sedan,Urban,1.339,1.186,0.239,2,SingleVehicle,False,Insured,False,Clear,0,0,False
CLM1016243,POL2016243,2024-01-27,2024-02-17,4972.23,Liability,50000,10000,1000,99,49,C_Average,6,18315.0,Pickup,Suburban,1.006,0.811,0.631,21,Angle,False,Insured,True,Clear,0,2,False
CLM1016244,POL2016244,2024-03-13,2024-03-13,6010.45,Liability,50000,25000,2000,152,67,C_Average,11,8518.0,Economy,Rural,0.859,0.877,0.418,0,Angle,False,ThirdParty,True,Rain,0,1,False
CLM1016245,POL2016245,2025-02-21,2025-02-21,6758.26,UM_UIM,25000,100000,1000,80,79,A_VeryGood,11,15872.0,Sedan,Urban,1.101,1.248,0.322,0,Angle,False,Insured,True,Rain,0,1,False
CLM1016246,POL2016246,2025-03-09,2025-03-19,1073.87,Collision,100000,100000,500,63,38,A_VeryGood,14,11264.0,SUV,Suburban,0.984,1.057,0.077,10,RearEnd,False,Insured,True,Clear,0,0,True
CLM1016247,POL2016247,2024-05-30,2024-05-31,6217.5,Liability,25000,50000,2000,79,44,C_Average,0,37181.0,Pickup,Rural,0.998,0.968,0.056,1,Sideswipe,False,Insured,False,Clear,0,0,False
CLM1016248,POL2016248,2024-09-17,2024-09-24,2749.75,Liability,25000,10000,1000,206,45,E_Poor,2,34167.0,SUV,Suburban,1.031,1.095,0.235,7,RearEnd,False,Insured,True,Clear,0,0,True
CLM1016249,POL2016249,2025-09-07,2025-09-07,1940.31,Collision,25000,50000,500,186,52,B_Good,11,11617.0,SUV,Suburban,0.94,1.023,0.082,0,SingleVehicle,False,Insured,False,Clear,0,0,False
CLM1016250,POL2016250,2025-01-03,2025-01-03,14581.42,Liability,250000,10000,1500,149,24,A_VeryGood,5,33716.0,Sports,Suburban,1.224,0.779,0.379,0,SingleVehicle,True,ThirdParty,False,Clear,0,0,False
CLM1016251,POL2016251,2024-01-12,2024-01-14,1773.25,Collision,100000,25000,1000,191,47,B_Good,9,13565.0,Sports,Urban,1.243,1.422,0.439,2,RearEnd,False,Insured,True,Clear,0,0,False
CLM1016252,POL2016252,2024-07-08,2024-07-10,3401.14,Collision,50000,100000,1000,41,47,D_BelowAvg,11,10684.0,Sedan,Suburban,1.092,1.241,0.16,2,RearEnd,True,Shared,True,Clear,2,0,False
CLM1016253,POL2016253,2025-06-01,2025-06-06,2922.38,Collision,100000,25000,500,139,52,D_BelowAvg,10,19237.0,SUV,Suburban,1.09,1.088,0.352,5,Angle,True,ThirdParty,True,Clear,1,0,False
CLM1016254,POL2016254,2025-02-23,2025-02-26,1141.81,PIP,25000,25000,1000,140,55,B_Good,9,6411.0,Economy,Suburban,1.003,1.018,0.383,3,Parked,False,ThirdParty,True,Rain,0,1,False
CLM1016255,POL2016255,2024-09-28,2024-10-19,3414.47,Collision,100000,50000,1000,147,25,A_VeryGood,9,10980.0,Sedan,Urban,1.251,1.393,0.384,21,Angle,False,ThirdParty,True,Clear,0,0,False
CLM1016256,POL2016256,2024-01-27,2024-01-27,2204.08,Collision,25000,25000,1000,33,70,B_Good,0,20330.0,Sedan,Rural,0.889,0.772,0.427,0,RearEnd,False,ThirdParty,True,Clear,0,0,False
CLM1016257,POL2016257,2024-05-17,2024-05-19,6708.49,Liability,50000,25000,500,147,27,D_BelowAvg,2,18545.0,Van,Urban,1.183,1.289,0.436,2,RearEnd,False,ThirdParty,True,Rain,0,2,False
